scientificName,family,canonicalName,matchedScientificName,status,matchType,confidence,usageKey,error
Silene nutans,Caryophyllaceae,Silene nutans,Silene nutans L.,ACCEPTED,EXACT,100,5384781,
Anaxeton asperum,Asteraceae,Anaxeton asperum,Anaxeton asperum (Thunb.) DC.,ACCEPTED,EXACT,100,3130599,
Bouteloua repens,Poaceae,Bouteloua repens,Bouteloua repens (Kunth) Scribn. & Merr.,ACCEPTED,EXACT,100,5289863,
Olearia erubescens,Asteraceae,Olearia erubescens,Olearia erubescens (Spreng.) Dippel,ACCEPTED,EXACT,100,5405052,
Clematis microphylla,Ranunculaceae,Clematis microphylla,Clematis microphylla DC.,ACCEPTED,EXACT,100,6376185,
Alopecurus aequalis,Poaceae,Alopecurus aequalis,Alopecurus aequalis Sobol.,ACCEPTED,EXACT,99,5290083,
Typha angustifolia,Typhaceae,Typha angustifolia,Typha angustifolia L.,ACCEPTED,EXACT,99,5289461,
Protea laurifolia,Proteaceae,Protea laurifolia,Protea laurifolia Thunb.,ACCEPTED,EXACT,99,5637308,
Dactylorhiza sambucina,Orchidaceae,Dactylorhiza sambucina,Dactylorhiza sambucina (L.) Soó,ACCEPTED,EXACT,100,8231647,
Hedychium coronarium,Zingiberaceae,Hedychium coronarium,Hedychium coronarium J.Koenig,ACCEPTED,EXACT,100,7883492,
Libertia micrantha,Iridaceae,Libertia micrantha,Libertia micrantha A.Cunn.,ACCEPTED,EXACT,100,5296883,
Petalostylis cassioides,Fabaceae,Petalostylis cassioides,Petalostylis cassioides (F.Muell.) Symon,ACCEPTED,EXACT,99,11189950,
Grindelia subalpina,Asteraceae,Grindelia subalpina,Grindelia subalpina Greene,ACCEPTED,EXACT,100,3146273,
Grevillea ramosissima,Proteaceae,Grevillea ramosissima,Grevillea ramosissima Meisn.,ACCEPTED,EXACT,100,7287688,
Cerastium carinthiacum,Caryophyllaceae,Cerastium carinthiacum,Cerastium carinthiacum Vest,ACCEPTED,EXACT,100,3812889,
Sairocarpus nuttallianus,Plantaginaceae,Sairocarpus nuttallianus,Sairocarpus nuttallianus (A.DC.) D.A.Sutton,ACCEPTED,EXACT,100,3171859,
Euphorbia prostrata,Euphorbiaceae,Euphorbia prostrata,Euphorbia prostrata Aiton,ACCEPTED,EXACT,99,3067891,
Anemonastrum sibiricum,Ranunculaceae,Anemonastrum sibiricum,Anemonastrum sibiricum (L.) Holub,SYNONYM,EXACT,100,3928022,
Dicerandra fumella,Lamiaceae,Dicerandra fumella,Dicerandra fumella Huck,ACCEPTED,EXACT,100,8345356,
Hylotelephium maximum,Crassulaceae,Hylotelephium maximum,Hylotelephium maximum (L.) Holub,ACCEPTED,EXACT,100,7334631,
Mimosa tricephala,Fabaceae,Mimosa tricephala,Mimosa tricephala Schltdl. & Cham.,ACCEPTED,EXACT,100,2970241,
Merremia emarginata,Convolvulaceae,Merremia emarginata,Merremia emarginata (Burm.fil.) Hallier fil.,ACCEPTED,EXACT,100,5549041,
Disa rosea,Orchidaceae,Disa rosea,Disa rosea Lindl.,ACCEPTED,EXACT,100,2783982,
Echinochloa crus-galli,Poaceae,Echinochloa crus-galli,Echinochloa crus-galli (L.) P.Beauv.,ACCEPTED,EXACT,100,2702808,
Arachis pintoi,Fabaceae,Arachis pintoi,Arachis pintoi Krapov. & W.C.Greg.,ACCEPTED,EXACT,100,5353826,
Tricyrtis formosana glandosa,Liliaceae,Tricyrtis formosana glandosa,Tricyrtis formosana var. glandosa (T.Shimizu) T.S.Liu & S.S.Ying,ACCEPTED,EXACT,99,2752122,
Solanum violaceum,Solanaceae,Solanum violaceum,Solanum violaceum Ortega,ACCEPTED,EXACT,99,2929848,
Solanum amygdalifolium,Solanaceae,Solanum amygdalifolium,Solanum amygdalifolium Steud.,ACCEPTED,EXACT,100,2929794,
Erica manipuliflora,Ericaceae,Erica manipuliflora,Erica manipuliflora Salisb.,ACCEPTED,EXACT,100,7328591,
Liriope muscari,Asparagaceae,Liriope muscari,Liriope muscari (Decne.) L.H.Bailey,ACCEPTED,EXACT,100,5549949,
Abutilon wrightii,Malvaceae,Abutilon wrightii,Abutilon wrightii A.Gray,ACCEPTED,EXACT,100,3152617,
Jatropha macrorhiza,Euphorbiaceae,Jatropha macrorhiza,Jatropha macrorhiza Benth.,ACCEPTED,EXACT,100,3072735,
Goodenia blackiana,Goodeniaceae,Goodenia blackiana,Goodenia blackiana Carolin,ACCEPTED,EXACT,100,3761440,
Dieteria canescens,Asteraceae,Dieteria canescens,Dieteria canescens (Pursh) Nutt.,ACCEPTED,EXACT,100,3117073,
Oncidium lineoligerum,Orchidaceae,Oncidium lineoligerum,Oncidium lineoligerum Rchb.f. & Warsz.,ACCEPTED,EXACT,100,5322434,
Proboscidea louisianica,Martyniaceae,Proboscidea louisianica,Proboscidea louisianica (Mill.) Thell.,ACCEPTED,EXACT,99,5415100,
Astragalus vesicarius,Fabaceae,Astragalus vesicarius,Astragalus vesicarius L.,ACCEPTED,EXACT,99,5343265,
Polygonella robusta,Polygonaceae,Polygonella robusta,Polygonella robusta (Small) G.L.Nesom & V.M.Bates,ACCEPTED,EXACT,100,5334503,
Thalictrum flavum,Ranunculaceae,Thalictrum flavum,Thalictrum flavum L.,ACCEPTED,EXACT,99,7509607,
Erica afra,Ericaceae,Erica,Erica L.,ACCEPTED,HIGHERRANK,95,2882780,
Barnardia japonica,Asparagaceae,Barnardia japonica,Barnardia japonica (Thunb.) Schult. & Schult.f.,ACCEPTED,EXACT,99,5304769,
Polemonium occidentale,Polemoniaceae,Polemonium occidentale,Polemonium occidentale Greene,ACCEPTED,EXACT,100,2927852,
Agrimonia pilosa,Rosaceae,Agrimonia pilosa,Agrimonia pilosa Ledeb.,ACCEPTED,EXACT,99,3002003,
Bouteloua reflexa,Poaceae,Bouteloua reflexa,Bouteloua reflexa Swallen,ACCEPTED,EXACT,100,5677006,
Drosera macrantha,Droseraceae,Drosera macrantha,Drosera macrantha Endl.,ACCEPTED,EXACT,100,3190793,
Epipogium aphyllum,Orchidaceae,Epipogium aphyllum,Epipogium aphyllum Sw.,ACCEPTED,EXACT,99,2849252,
Kalmia microphylla,Ericaceae,Kalmia microphylla,Kalmia microphylla (Hook.) A.Heller,ACCEPTED,EXACT,100,2882998,
Hibbertia crinita,Dilleniaceae,Hibbertia crinita,Hibbertia crinita Toelken,ACCEPTED,EXACT,100,5681126,
Praecereus euchlorus,Cactaceae,Praecereus euchlorus,Praecereus euchlorus (F.A.C.Weber) N.P.Taylor,ACCEPTED,EXACT,100,7283892,
Scutellaria scordiifolia,Lamiaceae,Scutellaria scordiifolia,Scutellaria scordiifolia Fisch. ex Schrank,ACCEPTED,EXACT,99,7308189,
Camellia sasanqua,Theaceae,Camellia sasanqua,Camellia sasanqua Thunb.,ACCEPTED,EXACT,99,3189637,
Sedum lanceolatum,Crassulaceae,Sedum lanceolatum,Sedum lanceolatum Torr.,ACCEPTED,EXACT,100,5362021,
Krapovickasia flavescens,Malvaceae,Krapovickasia flavescens,Krapovickasia flavescens (Cav.) Fryxell,ACCEPTED,EXACT,100,3939073,
Crassula subulata,Crassulaceae,Crassula subulata,Crassula subulata L.,ACCEPTED,EXACT,99,7947154,
Hydrangea strigosa,Hydrangeaceae,Hydrangea strigosa,Hydrangea strigosa Rehder,ACCEPTED,EXACT,100,7318983,
Allamanda cathartica,Apocynaceae,Allamanda cathartica,Allamanda cathartica L.,ACCEPTED,EXACT,99,3169836,
Dyckia floribunda,Bromeliaceae,Dyckia floribunda,Dyckia floribunda Griseb.,ACCEPTED,EXACT,100,2699612,
Streptocarpus rexii,Gesneriaceae,Streptocarpus rexii,Streptocarpus rexii (Bowie ex Hook.) Lindl.,ACCEPTED,EXACT,100,5590514,
Lampranthus explanatus,Aizoaceae,Lampranthus explanatus,Lampranthus explanatus (L.Bolus) N.E.Br.,ACCEPTED,EXACT,100,3705780,
Oenothera acaulis,Onagraceae,Oenothera acaulis,Oenothera acaulis Cav.,ACCEPTED,EXACT,99,7322571,
Herissantia crispa,Malvaceae,Herissantia crispa,Herissantia crispa (L.) Brizicky,ACCEPTED,EXACT,99,3152514,
Chloraea magellanica,Orchidaceae,Chloraea magellanica,Chloraea magellanica Hook.f.,ACCEPTED,EXACT,100,5324775,
Cascabela gaumeri,Apocynaceae,Cascabela gaumeri,Cascabela gaumeri (Hemsl.) Lippold,ACCEPTED,EXACT,100,3618725,
Saurauia tristyla,Actinidiaceae,Saurauia tristyla,Saurauia tristyla DC.,ACCEPTED,EXACT,100,7270795,
Rhexia virginica,Melastomataceae,Rhexia virginica,Rhexia virginica L.,ACCEPTED,EXACT,100,6370198,
Centaurea pullata,Asteraceae,Centaurea pullata,Centaurea pullata L.,ACCEPTED,EXACT,100,3127841,
Lanaria lanata,Lanariaceae,Lanaria lanata,Lanaria lanata (L.) T.Durand & Schinz,ACCEPTED,EXACT,99,5303637,
Fuchsia lycioides,Onagraceae,Fuchsia lycioides,Fuchsia lycioides Andr.,ACCEPTED,EXACT,100,6028843,
Eupatorium hyssopifolium,Asteraceae,Eupatorium hyssopifolium,Eupatorium hyssopifolium L.,ACCEPTED,EXACT,99,5403057,
Campanulastrum americanum,Campanulaceae,Campanulastrum americanum,Campanulastrum americanum (L.) Small,ACCEPTED,EXACT,100,3163304,
Bebbia juncea juncea,Asteraceae,Bebbia juncea juncea,Bebbia juncea var. juncea,ACCEPTED,EXACT,100,7223041,
Persicaria decipiens,Polygonaceae,Persicaria decipiens,Persicaria decipiens (R.Br.) K.L.Wilson,ACCEPTED,EXACT,100,4036197,
Platanthera dilatata,Orchidaceae,Platanthera dilatata,Platanthera dilatata (Pursh) Lindl. ex L.C.Beck,ACCEPTED,EXACT,99,2797036,
Gynatrix pulchella,Malvaceae,Gynatrix pulchella,Gynatrix pulchella (Willd.) Alef.,ACCEPTED,EXACT,100,3940500,
Monotropa hypopitys,Ericaceae,Monotropa hypopitys,Monotropa hypopitys L.,SYNONYM,EXACT,100,8249145,
Strobilanthes viscosa,Acanthaceae,Strobilanthes viscosa,Strobilanthes viscosa (Arn. ex Nees) T.Anderson,ACCEPTED,EXACT,100,3777615,
Xanthisma spinulosum,Asteraceae,Xanthisma spinulosum,Xanthisma spinulosum (Pursh) D.R.Morgan & R.L.Hartm.,ACCEPTED,EXACT,100,3150486,
Astragalus leptaleus,Fabaceae,Astragalus leptaleus,Astragalus leptaleus A.Gray,ACCEPTED,EXACT,100,5344757,
Fimbristylis sieboldii,Cyperaceae,Fimbristylis sieboldii,Fimbristylis sieboldii Miq. ex Franch. & Sav.,ACCEPTED,EXACT,99,2708170,
Caladenia chapmanii,Orchidaceae,Caladenia chapmanii,Caladenia chapmanii Hopper & A.P.Br.,ACCEPTED,EXACT,100,2841995,
Maurandella antirrhiniflora,Plantaginaceae,Maurandella antirrhiniflora,Maurandella antirrhiniflora (Humb. & Bonpl. ex Willd.) Rothm.,ACCEPTED,EXACT,100,3171137,
Aloe arborescens,Asphodelaceae,Aloe arborescens,Aloe arborescens Mill.,ACCEPTED,EXACT,100,2777537,
Drymoanthus flavus,Orchidaceae,Drymoanthus flavus,Drymoanthus flavus St.George & Molloy,ACCEPTED,EXACT,100,2834345,
Hewittia malabarica,Convolvulaceae,Hewittia malabarica,Hewittia malabarica (L.) Suresh,ACCEPTED,EXACT,100,5549147,
Achillea nobilis,Asteraceae,Achillea nobilis,Achillea nobilis L.,ACCEPTED,EXACT,99,3120024,
Carduus crispus,Asteraceae,Carduus crispus,Carduus crispus L.,ACCEPTED,EXACT,99,3114649,
Struthiola striata,Thymelaeaceae,Struthiola striata,Struthiola striata Lam.,ACCEPTED,EXACT,99,8344436,
Senna viarum,Fabaceae,Senna viarum,Senna viarum (Little) H.S.Irwin & Barneby,ACCEPTED,EXACT,100,2957859,
Erica fascicularis,Ericaceae,Erica fascicularis,Erica fascicularis L.fil.,ACCEPTED,EXACT,100,7445023,
Adelinia grandis,Boraginaceae,Adelinia grandis,Adelinia grandis (Douglas ex Lehm.) J.I.Cohen,SYNONYM,EXACT,99,10774955,
Wrightia saligna,Apocynaceae,Wrightia saligna,Wrightia saligna (R.Br.) F.Muell. ex Benth.,ACCEPTED,EXACT,99,5536697,
Aspalathus tylodes,Fabaceae,Aspalathus tylodes,Aspalathus tylodes Eckl. & Zeyh.,ACCEPTED,EXACT,100,5348019,
Viola reichenbachiana,Violaceae,Viola reichenbachiana,Viola reichenbachiana Jord. ex Boreau,ACCEPTED,EXACT,99,5663962,
Hemigenia argentea,Lamiaceae,Hemigenia argentea,Hemigenia argentea Bartl.,ACCEPTED,EXACT,100,3886879,
Chaerophyllum pulvinificum,Apiaceae,Chaerophyllum pulvinificum,Chaerophyllum pulvinificum (F.Muell.) K.F.Chung,ACCEPTED,EXACT,100,3641114,
Linaria polygalifolia polygalifolia,Plantaginaceae,Linaria polygalifolia polygalifolia,Linaria polygalifolia subsp. polygalifolia,ACCEPTED,EXACT,100,8046654,
Cyperus pallidicolor,Cyperaceae,Cyperus pallidicolor,Cyperus pallidicolor (Kük.) G.C.Tucker,ACCEPTED,EXACT,100,7997193,
Eriogonum gracile,Polygonaceae,Eriogonum gracile,Eriogonum gracile Benth.,ACCEPTED,EXACT,100,2889629,
Struthiola ciliata,Thymelaeaceae,Struthiola ciliata,Struthiola ciliata (L.) Lam.,ACCEPTED,EXACT,99,5524271,
Mesembryanthemum nodiflorum,Aizoaceae,Mesembryanthemum nodiflorum,Mesembryanthemum nodiflorum L.,ACCEPTED,EXACT,100,3084837,
Taxandria parviceps,Myrtaceae,Taxandria parviceps,Taxandria parviceps (Schauer) J.R.Wheeler & N.G.Marchant,ACCEPTED,EXACT,100,3185915,
Brachyglottis repanda,Asteraceae,Brachyglottis repanda,Brachyglottis repanda J.R.Forst. & G.Forst.,ACCEPTED,EXACT,99,3138474,
Levenhookia murfetii,Stylidiaceae,Levenhookia murfetii,Levenhookia murfetii Lowrie & Conran,ACCEPTED,EXACT,100,10826910,
Aster amellus,Asteraceae,Aster amellus,Aster amellus L.,ACCEPTED,EXACT,99,8133114,
Acacia pravissima,Fabaceae,Acacia pravissima,Acacia pravissima F.Muell.,ACCEPTED,EXACT,99,2978643,
Erica plukenetii penicillata,Ericaceae,Erica plukenetii penicillata,Erica plukenetii subsp. penicillata (Andrews) E.G.H.Oliv. & I.M.Oliv.,ACCEPTED,EXACT,100,5683434,
Impatiens balsamina,Balsaminaceae,Impatiens balsamina,Impatiens balsamina L.,ACCEPTED,EXACT,100,2891773,
Ambrosia chamissonis,Asteraceae,Ambrosia chamissonis,Ambrosia chamissonis (Less.) Greene,ACCEPTED,EXACT,100,3110718,
Lysimachia quadriflora,Primulaceae,Lysimachia quadriflora,Lysimachia quadriflora Sims,ACCEPTED,EXACT,99,3169380,
Scadoxus multiflorus,Amaryllidaceae,Scadoxus multiflorus,Scadoxus multiflorus (Martyn) Raf.,ACCEPTED,EXACT,100,2860677,
Potamogeton spirillus,Potamogetonaceae,Potamogeton spirillus,Potamogeton spirillus Tuck.,ACCEPTED,EXACT,100,5301151,
Phlebocarya ciliata,Haemodoraceae,Phlebocarya ciliata,Phlebocarya ciliata R.Br.,ACCEPTED,EXACT,100,2765898,
Lonicera caprifolium,Caprifoliaceae,Lonicera caprifolium,Lonicera caprifolium L.,ACCEPTED,EXACT,99,5334227,
Cotula turbinata,Asteraceae,Cotula turbinata,Cotula turbinata L.,ACCEPTED,EXACT,100,3112098,
Helianthus radula,Asteraceae,Helianthus radula,Helianthus radula (Pursh) Torr. & A.Gray,ACCEPTED,EXACT,100,3119165,
Moneses uniflora,Ericaceae,Moneses uniflora,Moneses uniflora (L.) A.Gray,ACCEPTED,EXACT,100,2888298,
Rotala rotundifolia,Lythraceae,Rotala rotundifolia,Rotala rotundifolia (Buch.-Ham. ex Roxb.) Koehne,ACCEPTED,EXACT,99,7122825,
Stevia serrata,Asteraceae,Stevia serrata,Stevia serrata Cav.,ACCEPTED,EXACT,100,3125749,
Bouchea dissecta,Verbenaceae,Bouchea dissecta,Bouchea dissecta S.Watson,ACCEPTED,EXACT,100,4084256,
Ruttya fruticosa,Acanthaceae,Ruttya fruticosa,Ruttya fruticosa Lindau,ACCEPTED,EXACT,100,3779755,
Eranthemum suffruticosum,Acanthaceae,Eranthemum suffruticosum,Eranthemum suffruticosum Roxb.,ACCEPTED,EXACT,100,3776374,
Rhaphithamnus venustus,Verbenaceae,Rhaphithamnus venustus,Rhaphithamnus venustus (Phil.) B.L.Rob.,ACCEPTED,EXACT,100,4085991,
Senega setacea,Polygalaceae,Senega,Senega Spach,SYNONYM,HIGHERRANK,96,4049159,
Galatella sedifolia sedifolia,Asteraceae,Galatella sedifolia sedifolia,Galatella sedifolia subsp. sedifolia,ACCEPTED,EXACT,100,7066336,
Malacothamnus fasciculatus fasciculatus,Malvaceae,Malacothamnus fasciculatus fasciculatus,Malacothamnus fasciculatus var. fasciculatus,SYNONYM,EXACT,99,7278954,
Rhinanthus minor,Orobanchaceae,Rhinanthus minor,Rhinanthus minor L.,ACCEPTED,EXACT,99,3172043,
Carex kelloggii kelloggii,Cyperaceae,Carex kelloggii kelloggii,Carex kelloggii var. kelloggii,ACCEPTED,EXACT,100,9584340,
Eriocaulon sexangulare,Eriocaulaceae,Eriocaulon sexangulare,Eriocaulon sexangulare L.,ACCEPTED,EXACT,99,2690608,
Petalonyx thurberi,Loasaceae,Petalonyx thurberi,Petalonyx thurberi A.Gray,ACCEPTED,EXACT,100,2874840,
Corokia cotoneaster,Argophyllaceae,Corokia cotoneaster,Corokia cotoneaster Raoul,ACCEPTED,EXACT,100,3932870,
Sphaerolobium minus,Fabaceae,Sphaerolobium minus,Sphaerolobium minus Labill.,ACCEPTED,EXACT,100,3913216,
Crassula expansa,Crassulaceae,Crassula expansa,Crassula expansa Aiton,ACCEPTED,EXACT,100,7622360,
Nidema boothii,Orchidaceae,Nidema boothii,Nidema boothii (Lindl.) Schltr.,ACCEPTED,EXACT,100,2838625,
Pimelea glauca,Thymelaeaceae,Pimelea glauca,Pimelea glauca R.Br.,ACCEPTED,EXACT,100,7311319,
Sclerocarpus uniserialis,Asteraceae,Sclerocarpus uniserialis,Sclerocarpus uniserialis (Hook.) Benth. & Hook.fil. ex Hemsl.,ACCEPTED,EXACT,99,3145353,
Drosera erythrogyne,Droseraceae,Drosera erythrogyne,Drosera erythrogyne N.Marchant & Lowrie,ACCEPTED,EXACT,100,3191022,
Dietes grandiflora,Iridaceae,Dietes grandiflora,Dietes grandiflora N.E.Br.,ACCEPTED,EXACT,100,2742427,
Distichlis spicata,Poaceae,Distichlis spicata,Distichlis spicata (L.) Greene,ACCEPTED,EXACT,99,2704509,
Poa annua,Poaceae,Poa annua,Poa annua L.,ACCEPTED,EXACT,99,2704179,
Thesium euphorbioides,Thesiaceae,Thesium euphorbioides,Thesium euphorbioides P.J.Bergius,ACCEPTED,EXACT,99,7461864,
Cenchrus ciliaris,Poaceae,Cenchrus ciliaris,Cenchrus ciliaris L.,ACCEPTED,EXACT,99,4109540,
Markea coccinea,Solanaceae,Markea coccinea,Markea coccinea Rich.,ACCEPTED,EXACT,100,3801479,
Liatris pilosa,Asteraceae,Liatris pilosa,Liatris pilosa (Aiton) Willd.,ACCEPTED,EXACT,99,8073855,
Euryomyrtus ramosissima,Myrtaceae,Euryomyrtus ramosissima,Euryomyrtus ramosissima (A.Cunn.) Trudgen,ACCEPTED,EXACT,100,3186891,
Lasiopetalum discolor,Malvaceae,Lasiopetalum discolor,Lasiopetalum discolor Hook.,ACCEPTED,EXACT,100,3671006,
Gladiolus hyalinus,Iridaceae,Gladiolus hyalinus,Gladiolus hyalinus Jacq.,ACCEPTED,EXACT,100,2750024,
Clematis campestris,Ranunculaceae,Clematis campestris,Clematis campestris A.St.-Hil.,ACCEPTED,EXACT,100,7277032,
Castilleja thompsonii,Orobanchaceae,Castilleja thompsonii,Castilleja thompsonii Pennell,ACCEPTED,EXACT,100,3170693,
Galatella biflora,Asteraceae,Galatella biflora,Galatella biflora (L.) Nees,ACCEPTED,EXACT,100,4231239,
Gladiolus grandiflorus,Iridaceae,Gladiolus grandiflorus,Gladiolus grandiflorus Andrews,ACCEPTED,EXACT,100,2750287,
Pterocaulon serrulatum serrulatum,Asteraceae,Pterocaulon serrulatum serrulatum,Pterocaulon serrulatum var. serrulatum,ACCEPTED,EXACT,100,5693806,
Sagittaria trifolia,Alismataceae,Sagittaria trifolia,Sagittaria trifolia L.,ACCEPTED,EXACT,100,5328972,
Malvaviscus penduliflorus,Malvaceae,Malvaviscus penduliflorus,Malvaviscus penduliflorus Moc. & Sessé ex DC.,ACCEPTED,EXACT,99,3152776,
Felicia muricata,Asteraceae,Felicia muricata,Felicia muricata (Thunb.) Nees,ACCEPTED,EXACT,100,5401223,
Lygodesmia texana,Asteraceae,Lygodesmia texana,Lygodesmia texana (Torr. & A.Gray) Greene ex Small,ACCEPTED,EXACT,99,7811240,
Leucochrysum albicans,Asteraceae,Leucochrysum albicans,Leucochrysum albicans (A.Cunn.) Paul G.Wilson,ACCEPTED,EXACT,100,3137374,
Gynoxys multibracteifera,Asteraceae,Gynoxys multibracteifera,Gynoxys multibracteifera H.Rob. & Cuatrec.,ACCEPTED,EXACT,100,3138810,
Portulaca minuta,Portulacaceae,Portulaca minuta,Portulaca minuta Correll,ACCEPTED,EXACT,100,4022754,
Sphenotoma gracilis,Ericaceae,Sphenotoma gracilis,Sphenotoma gracilis (R.Br.) Sweet,ACCEPTED,EXACT,100,4010088,
Moraea gawleri,Iridaceae,Moraea gawleri,Moraea gawleri Spreng.,ACCEPTED,EXACT,100,2744484,
Ruschia tecta,Aizoaceae,Ruschia tecta,Ruschia tecta L.Bolus,ACCEPTED,EXACT,100,5555066,
Oreocarya abortiva,Boraginaceae,Oreocarya abortiva,Oreocarya abortiva Greene,ACCEPTED,EXACT,100,4066519,
Lantana urticoides,Verbenaceae,Lantana urticoides,Lantana urticoides Hayek,ACCEPTED,EXACT,100,2925335,
Calanthe formosana,Orchidaceae,Calanthe formosana,Calanthe formosana Rolfe,ACCEPTED,EXACT,100,2795179,
Erica macowanii,Ericaceae,Erica macowanii,Erica macowanii Cufino,ACCEPTED,EXACT,100,7328609,
Acalypha persimilis,Euphorbiaceae,Acalypha persimilis,Acalypha persimilis Müll.Arg.,ACCEPTED,EXACT,100,3055983,
Mimosa pigra,Fabaceae,Mimosa pigra,Mimosa pigra L.,ACCEPTED,EXACT,100,2969431,
Brunnichia ovata,Polygonaceae,Brunnichia ovata,Brunnichia ovata (Walter) Shinners,ACCEPTED,EXACT,100,2889382,
Meriania speciosa,Melastomataceae,Meriania speciosa,Meriania speciosa (Bonpl.) Naudin,ACCEPTED,EXACT,99,5599602,
Hibbertia devitata,Dilleniaceae,Hibbertia devitata,Hibbertia devitata Toelken,ACCEPTED,EXACT,100,7656509,
Phytolacca heterotepala,Phytolaccaceae,Phytolacca heterotepala,Phytolacca heterotepala H.Walter,ACCEPTED,EXACT,100,3084016,
Lycium barbarum,Solanaceae,Lycium barbarum,Lycium barbarum L.,ACCEPTED,EXACT,99,2928835,
Begonia saxicola,Begoniaceae,Begonia saxicola,Begonia saxicola A.DC.,ACCEPTED,EXACT,100,4158560,
Capnoides sempervirens,Papaveraceae,Capnoides sempervirens,Capnoides sempervirens (L.) Borkh.,ACCEPTED,EXACT,100,2888522,
Utricularia purpurea,Lentibulariaceae,Utricularia purpurea,Utricularia purpurea Walter,ACCEPTED,EXACT,99,3172399,
Carex appressa,Cyperaceae,Carex appressa,Carex appressa R.Br.,ACCEPTED,EXACT,100,2725067,
Microchirita simia,Gesneriaceae,Microchirita,Microchirita (C.B.Clarke) Yin Z.Wang,ACCEPTED,HIGHERRANK,96,4933266,
Ixia ebrahimii,Iridaceae,Ixia,Ixia L.,ACCEPTED,HIGHERRANK,95,5296891,
Grevillea confertifolia,Proteaceae,Grevillea confertifolia,Grevillea confertifolia F.Muell.,ACCEPTED,EXACT,100,3999419,
Calceolaria purpurea,Calceolariaceae,Calceolaria purpurea,Calceolaria purpurea Graham,ACCEPTED,EXACT,100,7844490,
Pelargonium glutinosum,Geraniaceae,Pelargonium glutinosum,Pelargonium glutinosum (Jacq.) L'Hér.,ACCEPTED,EXACT,99,3827542,
Macledium zeyheri,Asteraceae,Macledium zeyheri,Macledium zeyheri (Sond.) S.Ortiz,ACCEPTED,EXACT,100,3140860,
Corallorhiza mertensiana,Orchidaceae,Corallorhiza mertensiana,Corallorhiza mertensiana Bong.,ACCEPTED,EXACT,100,2797342,
Serruria 'ludwigii',Proteaceae,Serruria,Serruria Burm. ex Salisb.,ACCEPTED,HIGHERRANK,96,7287344,
Arisarum vulgare,Araceae,Arisarum vulgare,Arisarum vulgare O.Targ.Tozz.,ACCEPTED,EXACT,100,2867495,
Epacris purpurascens,Ericaceae,Epacris purpurascens,Epacris purpurascens R.Br.,ACCEPTED,EXACT,99,7498824,
Actinotus schwarzii,Apiaceae,Actinotus schwarzii,Actinotus schwarzii F.Muell.,ACCEPTED,EXACT,100,5538563,
Pleroma urvilleanum,Melastomataceae,Pleroma urvilleanum,Pleroma urvilleanum (DC.) P.J.F.Guim. & Michelang.,ACCEPTED,EXACT,100,10863132,
Astragalus nuttallii,Fabaceae,Astragalus nuttallii,Astragalus nuttallii (Torr. & A.Gray) J.T.Howell,ACCEPTED,EXACT,100,5346395,
Leucocoryne alliacea,Amaryllidaceae,Leucocoryne alliacea,Leucocoryne alliacea Lindl.,ACCEPTED,EXACT,100,2858071,
Knowltonia tenuifolia,Ranunculaceae,Knowltonia tenuifolia,Knowltonia tenuifolia (L.fil.) Mosyakin,ACCEPTED,EXACT,100,9930493,
Koelreuteria elegans,Sapindaceae,Koelreuteria elegans,Koelreuteria elegans (Seem.) A.C.Sm.,ACCEPTED,EXACT,100,5421178,
Olearia floribunda,Asteraceae,Olearia floribunda,Olearia floribunda (Hook.fil.) Benth.,ACCEPTED,EXACT,100,5405331,
Gilliesia graminea,Amaryllidaceae,Gilliesia graminea,Gilliesia graminea Lindl.,ACCEPTED,EXACT,100,5326101,
Indigofera miniata,Fabaceae,Indigofera miniata,Indigofera miniata Ortega,ACCEPTED,EXACT,100,2972490,
Dendrobium striolatum,Orchidaceae,Dendrobium striolatum,Dendrobium striolatum Rchb.f.,ACCEPTED,EXACT,100,5316208,
Galium sylvaticum,Rubiaceae,Galium sylvaticum,Galium sylvaticum L.,ACCEPTED,EXACT,99,2913288,
Gladiolus carinatus,Iridaceae,Gladiolus carinatus,Gladiolus carinatus Aiton,ACCEPTED,EXACT,100,8269701,
Galeopsis tetrahit,Lamiaceae,Galeopsis tetrahit,Galeopsis tetrahit L.,ACCEPTED,EXACT,100,5341300,
Hirschfeldia incana,Brassicaceae,Hirschfeldia incana,Hirschfeldia incana (L.) Lagr.-Foss.,ACCEPTED,EXACT,99,3050595,
Emilia sonchifolia,Asteraceae,Emilia sonchifolia,Emilia sonchifolia (L.) DC. ex Wight,ACCEPTED,EXACT,99,7376217,
Veronica polita,Plantaginaceae,Veronica polita,Veronica polita Fr.,ACCEPTED,EXACT,100,3172074,
Mentzelia hispida,Loasaceae,Mentzelia hispida,Mentzelia hispida Willd.,ACCEPTED,EXACT,100,5646191,
Utricularia macrorhiza,Lentibulariaceae,Utricularia macrorhiza,Utricularia macrorhiza Leconte,ACCEPTED,EXACT,99,3172425,
Byrsonima crassifolia,Malpighiaceae,Byrsonima crassifolia,Byrsonima crassifolia (L.) Kunth,ACCEPTED,EXACT,99,3191361,
Tradescantia zanonia,Commelinaceae,Tradescantia zanonia,Tradescantia zanonia (L.) Sw.,ACCEPTED,EXACT,100,2765134,
Podotheca gnaphalioides,Asteraceae,Podotheca gnaphalioides,Podotheca gnaphalioides Graham,ACCEPTED,EXACT,100,3131106,
