scientificName,family,canonicalName,matchedScientificName,status,matchType,confidence,usageKey,error
Acacia verniciflua,Fabaceae,Acacia verniciflua,Acacia verniciflua A.Cunn.,ACCEPTED,EXACT,100,2979160,
Catalpa bungei,Bignoniaceae,Catalpa bungei,Catalpa bungei C.A.Mey.,ACCEPTED,EXACT,99,4094315,
Apium prostratum,Apiaceae,Apium prostratum,Apium prostratum Labill.,ACCEPTED,EXACT,99,5371881,
Lotus castellanus,Fabaceae,Lotus castellanus,Lotus castellanus Boiss. & Reut.,ACCEPTED,EXACT,100,5356842,
Geissorhiza bonae-spei,Iridaceae,Geissorhiza bonae-spei,Geissorhiza bonae-spei Goldblatt,ACCEPTED,EXACT,100,2743549,
Tigridia longispatha,Iridaceae,Tigridia longispatha,Tigridia longispatha (Herb.) Goldblatt,ACCEPTED,EXACT,100,5527318,
Salvia procurrens,Lamiaceae,Salvia procurrens,Salvia procurrens Benth.,ACCEPTED,EXACT,100,7307768,
Ipomoea pedicellaris,Convolvulaceae,Ipomoea pedicellaris,Ipomoea pedicellaris Benth.,ACCEPTED,EXACT,100,4927183,
Graderia subintegra,Orobanchaceae,Graderia subintegra,Graderia subintegra Mast.,ACCEPTED,EXACT,100,3729952,
Pinguicula orchidioides,Lentibulariaceae,Pinguicula orchidioides,Pinguicula orchidioides A.DC.,ACCEPTED,EXACT,99,5667889,
Sophora chrysophylla,Fabaceae,Sophora chrysophylla,Sophora chrysophylla (Salisb.) Seem.,ACCEPTED,EXACT,100,2958996,
Pterygodium orobanchoides,Orchidaceae,Pterygodium orobanchoides,Pterygodium orobanchoides (L.f.) Schltr.,SYNONYM,EXACT,100,2798596,
Agastache rugosa,Lamiaceae,Agastache rugosa,Agastache rugosa (Fisch. & C.A.Mey.) Kuntze,ACCEPTED,EXACT,100,7307327,
Pachypodium saundersii,Apocynaceae,Pachypodium saundersii,Pachypodium saundersii N.E.Br.,ACCEPTED,EXACT,100,5535440,
Banksia paludosa,Proteaceae,Banksia paludosa,Banksia paludosa R.Br.,ACCEPTED,EXACT,100,7287483,
Senna lindheimeriana,Fabaceae,Senna lindheimeriana,Senna lindheimeriana (Scheele) H.S.Irwin & Barneby,ACCEPTED,EXACT,100,2957348,
Gentiana saponaria,Gentianaceae,Gentiana saponaria,Gentiana saponaria L.,ACCEPTED,EXACT,99,3170086,
Lactuca perennis,Asteraceae,Lactuca perennis,Lactuca perennis L.,ACCEPTED,EXACT,100,3140574,
Melaleuca thymifolia,Myrtaceae,Melaleuca thymifolia,Melaleuca thymifolia Sm.,ACCEPTED,EXACT,100,5415989,
Caladenia fuscata,Orchidaceae,Caladenia fuscata,Caladenia fuscata (Rchb.f.) M.A.Clem. & D.L.Jones,ACCEPTED,EXACT,100,2841493,
Oreomecon alpina,Papaveraceae,Oreomecon alpina,Oreomecon alpina,SYNONYM,EXACT,100,12076717,
Stachytarpheta jamaicensis,Verbenaceae,Stachytarpheta jamaicensis,Stachytarpheta jamaicensis (L.) Vahl,ACCEPTED,EXACT,99,2925463,
Chorizema dicksonii,Fabaceae,Chorizema dicksonii,Chorizema dicksonii Graham,ACCEPTED,EXACT,100,2968200,
Ipomoea parasitica,Convolvulaceae,Ipomoea parasitica,Ipomoea parasitica (Kunth) G.Don,ACCEPTED,EXACT,100,4927124,
Hymenoxys anthemoides,Asteraceae,Hymenoxys anthemoides,Hymenoxys anthemoides (Juss.) Cass.,ACCEPTED,EXACT,99,3150132,
Tropaeolum tricolor,Tropaeolaceae,Tropaeolum tricolor,Tropaeolum tricolor Sw.,ACCEPTED,EXACT,99,7809005,
Blandfordia grandiflora,Blandfordiaceae,Blandfordia grandiflora,Blandfordia grandiflora R.Br.,ACCEPTED,EXACT,99,5305351,
Boronia ledifolia,Rutaceae,Boronia ledifolia,Boronia ledifolia (Vent.) DC.,ACCEPTED,EXACT,99,7269480,
Kohleria spicata,Gesneriaceae,Kohleria spicata,Kohleria spicata (Kunth) Oerst.,ACCEPTED,EXACT,99,6365052,
Cyperus squarrosus,Cyperaceae,Cyperus squarrosus,Cyperus squarrosus L.,ACCEPTED,EXACT,99,2714313,
Erica pulchella,Ericaceae,Erica pulchella,Erica pulchella Houtt.,ACCEPTED,EXACT,99,5683288,
Clitoria guianensis,Fabaceae,Clitoria guianensis,Clitoria guianensis (Aubl.) Benth.,ACCEPTED,EXACT,99,2946701,
Palustricodon aparinoides,Campanulaceae,Palustricodon aparinoides,Palustricodon aparinoides (Pursh) Morin,ACCEPTED,EXACT,100,11019654,
Euphorbia taluticola,Euphorbiaceae,Euphorbia taluticola,Euphorbia taluticola Wiggins,ACCEPTED,EXACT,100,3066535,
Krameria bicolor,Krameriaceae,Krameria bicolor,Krameria bicolor S.Watson,ACCEPTED,EXACT,100,5687616,
Downingia bacigalupii,Campanulaceae,Downingia bacigalupii,Downingia bacigalupii Weiler,ACCEPTED,EXACT,99,3166275,
Septulina glauca,Loranthaceae,Septulina glauca,Septulina glauca (Thunb.) Tiegh.,ACCEPTED,EXACT,100,4000539,
Grona triflora,Fabaceae,Grona triflora,Grona triflora (L.) H.Ohashi & K.Ohashi,ACCEPTED,EXACT,100,10833216,
Heliophila cinerea,Brassicaceae,Heliophila cinerea,Heliophila cinerea Marais,ACCEPTED,EXACT,100,5374432,
Erythronium revolutum,Liliaceae,Erythronium revolutum,Erythronium revolutum Sm.,ACCEPTED,EXACT,99,2752833,
Sagittaria montevidensis,Alismataceae,Sagittaria montevidensis,Sagittaria montevidensis Cham. & Schltdl.,ACCEPTED,EXACT,100,5329111,
Lachnaea densiflora,Thymelaeaceae,Lachnaea densiflora,Lachnaea densiflora Meisn.,ACCEPTED,EXACT,100,5523275,
Sesamum rigidum,Pedaliaceae,Sesamum rigidum,Sesamum rigidum Peyr.,ACCEPTED,EXACT,100,8294792,
Abutilon indicum,Malvaceae,Abutilon indicum,Abutilon indicum (L.) Sweet,ACCEPTED,EXACT,99,3152634,
Lachnanthes caroliana,Haemodoraceae,Lachnanthes caroliana,Lachnanthes caroliana (Lam.) Dandy,ACCEPTED,EXACT,100,3715422,
Ophrys sphegodes aveyronensis,Orchidaceae,Ophrys sphegodes aveyronensis,Ophrys sphegodes subsp. aveyronensis J.J.Wood,ACCEPTED,EXACT,100,2793590,
Euphorbia cyparissias,Euphorbiaceae,Euphorbia cyparissias,Euphorbia cyparissias L.,ACCEPTED,EXACT,100,3070106,
Heliconia osaensis,Heliconiaceae,Heliconia osaensis,Heliconia osaensis Cufod.,ACCEPTED,EXACT,100,2760657,
Leucospermum conocarpodendron viridum,Proteaceae,Leucospermum conocarpodendron viridum,Leucospermum conocarpodendron subsp. viridum Rourke,ACCEPTED,EXACT,100,3997512,
Tabernaemontana divaricata,Apocynaceae,Tabernaemontana divaricata,Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult.,ACCEPTED,EXACT,99,3169625,
Arjona tuberosa,Schoepfiaceae,Arjona tuberosa,Arjona tuberosa Cav.,ACCEPTED,EXACT,99,8054630,
Calla palustris,Araceae,Calla palustris,Calla palustris L.,ACCEPTED,EXACT,99,2869101,
Ophrys insectifera,Orchidaceae,Ophrys insectifera,Ophrys insectifera L.,ACCEPTED,EXACT,99,2792588,
Astrantia major,Apiaceae,Astrantia major,Astrantia major L.,ACCEPTED,EXACT,99,3034915,
Campanula barbata,Campanulaceae,Campanula barbata,Campanula barbata L.,ACCEPTED,EXACT,99,5409958,
Sagittaria latifolia,Alismataceae,Sagittaria latifolia,Sagittaria latifolia Willd.,ACCEPTED,EXACT,100,5328909,
Acis rosea,Amaryllidaceae,Acis rosea,Acis rosea (F.Martin bis) Sweet,ACCEPTED,EXACT,99,5326560,
Lessertia frutescens,Fabaceae,Lessertia frutescens,Lessertia frutescens (L.) Goldblatt & J.C.Manning,ACCEPTED,EXACT,100,5633333,
Hypertelis umbellata,Molluginaceae,Hypertelis umbellata,Hypertelis umbellata (Forssk.) Thulin,ACCEPTED,EXACT,100,9545368,
Massonia longipes,Asparagaceae,Massonia longipes,Massonia longipes Baker,ACCEPTED,EXACT,100,2770428,
Eremophila interstans,Scrophulariaceae,Eremophila interstans,Eremophila interstans (S.Moore) Diels,ACCEPTED,EXACT,100,8107428,
Opuntia ficus-indica,Cactaceae,Opuntia ficus-indica,Opuntia ficus-indica (L.) Mill.,ACCEPTED,EXACT,99,5384064,
Acacia victoriae,Fabaceae,Acacia victoriae,Acacia victoriae Benth.,ACCEPTED,EXACT,100,2979105,
Asclepias amplexicaulis,Apocynaceae,Asclepias amplexicaulis,Asclepias amplexicaulis Sm.,ACCEPTED,EXACT,99,3170332,
Heliophila suavissima,Brassicaceae,Heliophila suavissima,Heliophila suavissima Burch. ex DC.,ACCEPTED,EXACT,99,5374488,
Ranunculus flammula,Ranunculaceae,Ranunculus flammula,Ranunculus flammula L.,ACCEPTED,EXACT,99,3033312,
Rhexia nuttallii,Melastomataceae,Rhexia nuttallii,Rhexia nuttallii C.W.James,ACCEPTED,EXACT,100,5420882,
Setaria sphacelata,Poaceae,Setaria sphacelata,Setaria sphacelata (Schumach.) Stapf & C.E.Hubb. ex Moss,ACCEPTED,EXACT,99,5289709,
Centaurea oxylepis,Asteraceae,Centaurea oxylepis,Centaurea oxylepis (Wimm. & Grab.) Hayek,ACCEPTED,EXACT,100,3127754,
Erica sitiens,Ericaceae,Erica sitiens,Erica sitiens Klotzsch,ACCEPTED,EXACT,100,5682799,
Ophrys tenthredinifera,Orchidaceae,Ophrys tenthredinifera,Ophrys tenthredinifera Willd.,ACCEPTED,EXACT,99,2793126,
Cyphia digitata,Campanulaceae,Cyphia digitata,Cyphia digitata (Thunb.) Willd.,ACCEPTED,EXACT,100,3166508,
Heterotheca sessiliflora,Asteraceae,Heterotheca sessiliflora,Heterotheca sessiliflora (Nutt.) Shinners,ACCEPTED,EXACT,100,5401998,
Loeselia involucrata,Polemoniaceae,Loeselia involucrata,Loeselia involucrata G.Don,SYNONYM,EXACT,100,4056321,
Dracophyllum ramosum,Ericaceae,Dracophyllum ramosum,Dracophyllum ramosum Pancher ex Brongn. & Gris,ACCEPTED,EXACT,99,4010450,
Distimake aureus,Convolvulaceae,Distimake aureus,Distimake aureus (Kellogg) A.R.Simões & Staples,ACCEPTED,EXACT,100,9524883,
Aquilegia atrata,Ranunculaceae,Aquilegia atrata,Aquilegia atrata Koch,ACCEPTED,EXACT,100,3921447,
Schoenia cassiniana,Asteraceae,Schoenia cassiniana,Schoenia cassiniana (Gaudich.) Steetz,ACCEPTED,EXACT,100,5401791,
Centaurea phrygia,Asteraceae,Centaurea phrygia,Centaurea phrygia L.,ACCEPTED,EXACT,99,8305028,
Holothrix villosa villosa,Orchidaceae,Holothrix villosa villosa,Holothrix villosa var. villosa,SYNONYM,EXACT,99,2782026,
Spyridium obovatum,Rhamnaceae,Spyridium obovatum,Spyridium obovatum (Hook.) Benth.,ACCEPTED,EXACT,100,7274000,
Calochortus tiburonensis,Liliaceae,Calochortus tiburonensis,Calochortus tiburonensis A.J.Hill,ACCEPTED,EXACT,100,2750777,
Ericameria teretifolia,Asteraceae,Ericameria teretifolia,Ericameria teretifolia (Durand & Hilg.) Jeps.,ACCEPTED,EXACT,100,3102994,
Barbarea verna,Brassicaceae,Barbarea verna,Barbarea verna (Mill.) Asch.,ACCEPTED,EXACT,100,5374672,
Proboscidea althaeifolia,Martyniaceae,Proboscidea althaeifolia,Proboscidea althaeifolia (Benth.) Decne.,ACCEPTED,EXACT,100,5415092,
Hydrangea involucrata,Hydrangeaceae,Hydrangea involucrata,Hydrangea involucrata Siebold,ACCEPTED,EXACT,100,7319046,
Caladenia swartsiorum,Orchidaceae,Caladenia swartsiorum,Caladenia swartsiorum A.P.Br. & G.Brockman,ACCEPTED,EXACT,100,9533103,
Holothrix burchellii,Orchidaceae,Holothrix burchellii,Holothrix burchellii (Lindl.) Rchb.f.,ACCEPTED,EXACT,100,2782010,
Xylomelum pyriforme,Proteaceae,Xylomelum pyriforme,Xylomelum pyriforme (Gaertn.) Knight,ACCEPTED,EXACT,99,7287565,
Polygonum aviculare,Polygonaceae,Polygonum aviculare,Polygonum aviculare L.,ACCEPTED,EXACT,99,7821030,
Passiflora vesicaria,Passifloraceae,Passiflora vesicaria,Passiflora vesicaria L.,ACCEPTED,EXACT,100,3588353,
Geum rivale,Rosaceae,Geum rivale,Geum rivale L.,ACCEPTED,EXACT,99,5369701,
Heliopsis anomala,Asteraceae,Heliopsis anomala,Heliopsis anomala (M.E.Jones) B.L.Turner,ACCEPTED,EXACT,100,5396482,
Prismatocarpus pedunculatus,Campanulaceae,Prismatocarpus pedunculatus,Prismatocarpus pedunculatus (P.J.Bergius) A.DC.,ACCEPTED,EXACT,100,3161763,
Physochlaina physaloides,Solanaceae,Physochlaina physaloides,Physochlaina physaloides (L.) G.Don,ACCEPTED,EXACT,99,3799825,
Purshia plicata,Rosaceae,Purshia plicata,Purshia plicata (D.Don) Henrickson,ACCEPTED,EXACT,100,5370309,
Sedum morrisonense,Crassulaceae,Sedum morrisonense,Sedum morrisonense Hayata,ACCEPTED,EXACT,100,5690394,
Kunzea parvifolia,Myrtaceae,Kunzea parvifolia,Kunzea parvifolia Schauer,ACCEPTED,EXACT,100,5420052,
Diuris nigromontana,Orchidaceae,Diuris nigromontana,Diuris nigromontana D.L.Jones,ACCEPTED,EXACT,100,5321809,
Geissorhiza hispidula,Iridaceae,Geissorhiza hispidula,Geissorhiza hispidula (R.C.Foster) Goldblatt,ACCEPTED,EXACT,100,2743509,
Geissorhiza schinzii,Iridaceae,Geissorhiza schinzii,Geissorhiza schinzii (Baker) Goldblatt,ACCEPTED,EXACT,100,2743545,
Cyclamen graecum graecum,Primulaceae,Cyclamen graecum graecum,Cyclamen graecum subsp. graecum,ACCEPTED,EXACT,99,7127309,
Mirabilis prostrata,Nyctaginaceae,Mirabilis prostrata,Mirabilis prostrata (Ruiz & Pav.) Heimerl,ACCEPTED,EXACT,100,7327333,
Chrysocephalum semipapposum,Asteraceae,Chrysocephalum semipapposum,Chrysocephalum semipapposum (Labill.) Steetz,ACCEPTED,EXACT,100,3150883,
Saxifraga caesia,Saxifragaceae,Saxifraga caesia,Saxifraga caesia L.,ACCEPTED,EXACT,99,3752673,
Cyrtochilum aureum,Orchidaceae,Cyrtochilum aureum,Cyrtochilum aureum (Lindl.) Senghas,ACCEPTED,EXACT,100,2832768,
Eleocharis sphacelata,Cyperaceae,Eleocharis sphacelata,Eleocharis sphacelata R.Br.,ACCEPTED,EXACT,100,2717517,
Geranium incanum,Geraniaceae,Geranium incanum,Geranium incanum Burm.f.,ACCEPTED,EXACT,99,2890643,
Salvia elegans,Lamiaceae,Salvia elegans,Salvia elegans Vahl,ACCEPTED,EXACT,100,6412418,
Heuchera richardsonii,Saxifragaceae,Heuchera richardsonii,Heuchera richardsonii R.Br.,ACCEPTED,EXACT,100,3032681,
Disa woodii,Orchidaceae,Disa woodii,Disa woodii Schltr.,ACCEPTED,EXACT,100,2783966,
Gladiolus tristis,Iridaceae,Gladiolus tristis,Gladiolus tristis L.,ACCEPTED,EXACT,99,2750383,
Entada phaseoloides,Fabaceae,Entada phaseoloides,Entada phaseoloides (L.) Merr.,ACCEPTED,EXACT,100,2976244,
Puya hamata,Bromeliaceae,Puya hamata,Puya hamata L.B.Sm.,ACCEPTED,EXACT,100,2696090,
Hackelochloa granularis,Poaceae,Hackelochloa granularis,Hackelochloa granularis (L.) Kuntze,ACCEPTED,EXACT,100,2705462,
Waltheria indica,Malvaceae,Waltheria indica,Waltheria indica L.,ACCEPTED,EXACT,100,5406665,
Cordia boissieri,Cordiaceae,Cordia boissieri,Cordia boissieri A.DC.,ACCEPTED,EXACT,100,5341276,
Trifolium subterraneum,Fabaceae,Trifolium subterraneum,Trifolium subterraneum L.,ACCEPTED,EXACT,100,5359330,
Artanema fimbriatum,Linderniaceae,Artanema fimbriatum,Artanema fimbriatum D.Don,ACCEPTED,EXACT,100,3728823,
Pennellianthus frutescens,Plantaginaceae,Pennellianthus frutescens,Pennellianthus frutescens (Lamb.) Crosswh.,ACCEPTED,EXACT,100,3737740,
Lachenalia patentissima,Asparagaceae,Lachenalia patentissima,Lachenalia patentissima G.D.Duncan,ACCEPTED,EXACT,100,7993553,
Potentilla aurea,Rosaceae,Potentilla aurea,Potentilla aurea L.,ACCEPTED,EXACT,99,5365496,
Solidago azorica,Asteraceae,Solidago azorica,Solidago azorica Hochst.,ACCEPTED,EXACT,99,8382381,
Funastrum heterophyllum,Apocynaceae,Funastrum heterophyllum,Funastrum heterophyllum (Engelm. ex Torr.) Standl.,ACCEPTED,EXACT,100,3575373,
Cicerbita macrophylla uralensis,Asteraceae,Cicerbita macrophylla uralensis,Cicerbita macrophylla subsp. uralensis (Rouy) P.D.Sell,SYNONYM,EXACT,99,4227439,
Cardiospermum grandiflorum,Sapindaceae,Cardiospermum grandiflorum,Cardiospermum grandiflorum Sw.,ACCEPTED,EXACT,99,3189935,
Psorodendron spinosum,Fabaceae,Psorodendron spinosum,Psorodendron spinosum (A.Gray) Rydb.,SYNONYM,EXACT,100,2940452,
Astrotricha latifolia,Araliaceae,Astrotricha latifolia,Astrotricha latifolia Benth.,ACCEPTED,EXACT,100,3035992,
Narcissus bulbocodium,Amaryllidaceae,Narcissus bulbocodium,Narcissus bulbocodium L.,ACCEPTED,EXACT,100,2858846,
Yucca louisianensis,Asparagaceae,Yucca louisianensis,Yucca louisianensis Trel.,SYNONYM,EXACT,100,2775545,
Clerodendrum japonicum,Lamiaceae,Clerodendrum japonicum,Clerodendrum japonicum (Thunb.) Sweet,ACCEPTED,EXACT,99,2925348,
Lachenalia orchioides,Asparagaceae,Lachenalia orchioides,Lachenalia orchioides (L.) Aiton,ACCEPTED,EXACT,99,2775180,
Juncus squarrosus,Juncaceae,Juncus squarrosus,Juncus squarrosus L.,ACCEPTED,EXACT,99,2701727,
Pancratium tenuifolium,Amaryllidaceae,Pancratium tenuifolium,Pancratium tenuifolium Hochst. ex A.Rich.,ACCEPTED,EXACT,99,2853255,
Rorippa palustris,Brassicaceae,Rorippa palustris,Rorippa palustris (L.) Besser,ACCEPTED,EXACT,99,3053168,
Pilea cadierei,Urticaceae,Pilea cadierei,Pilea cadierei Gagnep. & Guillaumin,ACCEPTED,EXACT,100,5671157,
Chaetogastra ciliaris,Melastomataceae,Chaetogastra ciliaris,Chaetogastra ciliaris (Vent.) DC.,ACCEPTED,EXACT,100,3870686,
Schoenoplectiella brachyceras,Cyperaceae,Schoenoplectiella brachyceras,Schoenoplectiella brachyceras (Hochst. ex A.Rich.) J.R.Starr & Jim.Mejías,ACCEPTED,EXACT,100,12195458,
Ionopsis utricularioides,Orchidaceae,Ionopsis utricularioides,Ionopsis utricularioides (Sw.) Lindl.,ACCEPTED,EXACT,100,5321877,
Gompholobium huegelii,Fabaceae,Gompholobium huegelii,Gompholobium huegelii Benth.,ACCEPTED,EXACT,100,2950796,
Scutellaria siphocampyloides,Lamiaceae,Scutellaria siphocampyloides,Scutellaria siphocampyloides Vatke,ACCEPTED,EXACT,99,5341341,
Petrorhagia dubia,Caryophyllaceae,Petrorhagia dubia,Petrorhagia dubia (Raf.) G.López & Romo,ACCEPTED,EXACT,100,3085625,
Vicia bithynica,Fabaceae,Vicia bithynica,Vicia bithynica (L.) L.,ACCEPTED,EXACT,100,2975309,
Rhododendron albiflorum,Ericaceae,Rhododendron albiflorum,Rhododendron albiflorum Hook.,ACCEPTED,EXACT,100,2883078,
Gastrolobium bilobum,Fabaceae,Gastrolobium bilobum,Gastrolobium bilobum R.Br.,ACCEPTED,EXACT,100,5350186,
Lilium primulinum,Liliaceae,Lilium primulinum,Lilium primulinum Baker,ACCEPTED,EXACT,100,2753264,
Harpullia alata,Sapindaceae,Harpullia alata,Harpullia alata F.Muell.,ACCEPTED,EXACT,100,3786998,
Mentzelia laevicaulis,Loasaceae,Mentzelia laevicaulis,Mentzelia laevicaulis (Douglas ex Hook.) Torr. & A.Gray,ACCEPTED,EXACT,100,5331450,
Penstemon roseus,Plantaginaceae,Penstemon roseus,Penstemon roseus (Cerv. ex Sweet) G.Don,ACCEPTED,EXACT,100,3730926,
Cleome foliosa,Cleomaceae,Cleome foliosa,Cleome foliosa DC.,ACCEPTED,EXACT,99,7391102,
Zephyranthes drummondii,Amaryllidaceae,Zephyranthes drummondii,Zephyranthes drummondii D.Don,ACCEPTED,EXACT,100,2859902,
Paradisea liliastrum,Asparagaceae,Paradisea liliastrum,Paradisea liliastrum (L.) Bertol.,ACCEPTED,EXACT,100,5304344,
Ruschia tenella,Aizoaceae,Ruschia tenella,Ruschia tenella (Haw.) Schwantes,ACCEPTED,EXACT,100,5555064,
Solanum villosum,Solanaceae,Solanum villosum,Solanum villosum Mill.,ACCEPTED,EXACT,99,2929505,
Thesium dollineri,Thesiaceae,Thesium dollineri,Thesium dollineri Murb. ex Velen.,ACCEPTED,EXACT,99,8233979,
Symphyotrichum simmondsii,Asteraceae,Symphyotrichum simmondsii,Symphyotrichum simmondsii (Small) G.L.Nesom,ACCEPTED,EXACT,100,3151585,
Lomatium utriculatum,Apiaceae,Lomatium utriculatum,Lomatium utriculatum (Nutt. ex Torr. & A.Gray) J.M.Coult. & Rose,ACCEPTED,EXACT,100,3034336,
Ursinia anthemoides,Asteraceae,Ursinia anthemoides,Ursinia anthemoides (L.) Poir.,ACCEPTED,EXACT,99,3089033,
Pedicularis racemosa,Orobanchaceae,Pedicularis racemosa,Pedicularis racemosa Douglas ex Hook.,ACCEPTED,EXACT,99,7400180,
Pimelea flava,Thymelaeaceae,Pimelea flava,Pimelea flava R.Br.,ACCEPTED,EXACT,99,7311334,
Solanum sarrachoides,Solanaceae,Solanum sarrachoides,Solanum sarrachoides Sendtn.,ACCEPTED,EXACT,100,2930805,
Cevallia sinuata,Loasaceae,Cevallia sinuata,Cevallia sinuata Lag.,ACCEPTED,EXACT,100,2874845,
Verticordia plumosa,Myrtaceae,Verticordia plumosa,Verticordia plumosa (Desf.) Druce,ACCEPTED,EXACT,100,5420223,
Cyclophyllum tenuipes,Rubiaceae,Cyclophyllum tenuipes,Cyclophyllum tenuipes Guillaumin,ACCEPTED,EXACT,100,5336198,
Verbascum virgatum,Scrophulariaceae,Verbascum virgatum,Verbascum virgatum Stokes,ACCEPTED,EXACT,99,3171954,
Platanthera bifolia,Orchidaceae,Platanthera bifolia,Platanthera bifolia (L.) Rich.,ACCEPTED,EXACT,100,9213153,
Polygonella basiramia,Polygonaceae,Polygonella basiramia,Polygonella basiramia (Small) G.L.Nesom & V.M.Bates,ACCEPTED,EXACT,100,5334484,
Isocoma acradenia,Asteraceae,Isocoma acradenia,Isocoma acradenia (Greene) Greene,ACCEPTED,EXACT,100,3099243,
Ipomoea magnusiana,Convolvulaceae,Ipomoea magnusiana,Ipomoea magnusiana Schinz,ACCEPTED,EXACT,100,4927161,
Sphaeralcea fendleri,Malvaceae,Sphaeralcea fendleri,Sphaeralcea fendleri A.Gray,ACCEPTED,EXACT,100,3152446,
Protea neriifolia,Proteaceae,Protea neriifolia,Protea neriifolia R.Br.,ACCEPTED,EXACT,100,5637070,
Coprosma repens,Rubiaceae,Coprosma repens,Coprosma repens A.Rich.,ACCEPTED,EXACT,99,2911525,
Hibbertia exutiacies,Dilleniaceae,Hibbertia exutiacies,Hibbertia exutiacies N.A.Wakef.,ACCEPTED,EXACT,100,5680819,
Astragalus loanus,Fabaceae,Astragalus loanus,Astragalus loanus Barneby,ACCEPTED,EXACT,100,5344448,
Logania vaginalis,Loganiaceae,Logania vaginalis,Logania vaginalis (Labill.) F.Muell.,ACCEPTED,EXACT,99,5645126,
Osteospermum microcarpum,Asteraceae,Osteospermum microcarpum,Osteospermum microcarpum (Harv.) Norl.,ACCEPTED,EXACT,100,3093596,
Conospermum taxifolium,Proteaceae,Conospermum taxifolium,Conospermum taxifolium C.F.Gaertn.,ACCEPTED,EXACT,99,8410766,
Jamesbrittenia albomarginata,Scrophulariaceae,Jamesbrittenia albomarginata,Jamesbrittenia albomarginata Hilliard,ACCEPTED,EXACT,100,3741113,
Malva sylvestris mauritiana,Malvaceae,Malva sylvestris mauritiana,Malva sylvestris var. mauritiana (L.) Boiss.,ACCEPTED,EXACT,99,6285889,
Geoffroea decorticans,Fabaceae,Geoffroea decorticans,Geoffroea decorticans (Gillies ex Hook. & Arn.) Burkart,ACCEPTED,EXACT,100,2966692,
Lachenalia unifolia,Asparagaceae,Lachenalia unifolia,Lachenalia unifolia Jacq.,ACCEPTED,EXACT,100,2775378,
Clivia miniata,Amaryllidaceae,Clivia miniata,Clivia miniata (Lindl.) Verschaff.,ACCEPTED,EXACT,99,9482657,
Pimelea villosa,Thymelaeaceae,Pimelea villosa,Pimelea villosa Banks & Sol. ex Meisn.,ACCEPTED,EXACT,99,3567951,
Dendrobium cymbulipes,Orchidaceae,Dendrobium cymbulipes,Dendrobium cymbulipes J.J.Sm.,ACCEPTED,EXACT,100,5315410,
Alchemilla alpina,Rosaceae,Alchemilla alpina,Alchemilla alpina L.,ACCEPTED,EXACT,99,3027648,
Ranunculus platanifolius,Ranunculaceae,Ranunculus platanifolius,Ranunculus platanifolius L.,ACCEPTED,EXACT,100,3928928,
Zanthoxylum rhoifolium,Rutaceae,Zanthoxylum rhoifolium,Zanthoxylum rhoifolium Lam.,ACCEPTED,EXACT,100,7269222,
Delosperma vinaceum,Aizoaceae,Delosperma vinaceum,Delosperma vinaceum (L.Bolus) L.Bolus,ACCEPTED,EXACT,100,3706408,
Allium ramosum,Amaryllidaceae,Allium ramosum,Allium ramosum L.,ACCEPTED,EXACT,99,2857449,
Habenaria floribunda,Orchidaceae,Habenaria floribunda,Habenaria floribunda Lindl.,ACCEPTED,EXACT,100,2829384,
Bahiopsis laciniata,Asteraceae,Bahiopsis laciniata,Bahiopsis laciniata (A.Gray) E.E.Schill. & Panero,ACCEPTED,EXACT,100,3091040,
Jungia polita,Asteraceae,Jungia polita,Jungia polita Griseb.,ACCEPTED,EXACT,100,5402208,
Phoebanthus grandiflorus,Asteraceae,Phoebanthus grandiflora,Phoebanthus grandiflora (Torr. & A.Gray) S.F.Blake,ACCEPTED,FUZZY,98,3098664,
